FID,objectid,lad19cd,lad19nm,lad19nmw,bng_e,bng_n,long,lat,st_areasha,st_lengths,SHAPE_Length,SHAPE_Area
193,193,E07000176,Rushcliffe, ,466606,335453,-1.01097,52.912399,409231535.284401,123324.432735933,204321.109109164,-1123415196.92091
194,194,E07000177,Cherwell, ,449301,221201,-1.28506,51.887199,588741170.216274,225626.554294152,366036.128961564,-1549028847.31056
195,195,E07000178,Oxford, ,452277,206368,-1.24405,51.753571,45602912.6828515,34999.6552171434,56515.1295259234,-118904497.102269
196,196,E07000179,South Oxfordshire, ,463890,191964,-1.07847,51.622879,678521428.259039,205400.226544238,330836.63384431,-1759730096.75167
197,197,E07000180,Vale of White Horse, ,435693,195197,-1.48543,51.65443,578660264.122091,175977.202778797,283417.303797766,-1500876960.49101
198,198,E07000181,West Oxfordshire, ,434343,215816,-1.50292,51.839901,714422027.138744,160247.897555093,259311.02046286,-1869697332.21389
199,199,E07000187,Mendip, ,362238,144090,-2.54178,51.194759,739435423.569122,198850.077405151,317231.710418841,-1882195691.57465
200,200,E07000188,Sedgemoor, ,338429,143998,-2.88246,51.19186,564543642.859632,242134.287189551,386099.779804456,-1435489222.29513
201,201,E07000189,South Somerset, ,345633,120798,-2.77588,50.98399,959040237.320217,241317.05122489,383234.759917206,-2418669752.9425
202,202,E07000192,Cannock Chase, ,401261,311553,-1.98277,52.70166,78882570.493234,50127.6044538359,82702.0727101551,-214711151.06441
203,203,E07000193,East Staffordshire, ,412601,326569,-1.81438,52.83651,389987162.124039,183696.396809274,304248.636430628,-1068857516.56412
204,204,E07000194,Lichfield, ,416283,310967,-1.76049,52.696152,331294334.024327,127468.406693597,210195.126560294,-900751902.392734
205,205,E07000195,Newcastle-under-Lyme, ,378199,345174,-2.32631,53.003448,210957319.413958,108259.28664405,179775.202226412,-581640287.314682
206,206,E07000196,South Staffordshire, ,389625,311037,-2.15495,52.696918,407322253.357066,184894.339545129,304416.350827193,-1104324555.57218
207,207,E07000197,Stafford, ,389001,327836,-2.16475,52.847919,598172233.422378,159078.806627566,263277.959335554,-1638311095.36155
208,208,E07000198,Staffordshire Moorlands, ,400543,352443,-1.99334,53.069241,575849820.802265,152448.185289631,253589.025583851,-1594054041.29176
209,209,E07000199,Tamworth, ,421455,302550,-1.68451,52.620312,30850716.1908957,30730.062535896,50593.2790859069,-83644363.7748497
210,210,E07000200,Babergh, ,599987,244692,0.916149,52.064499,595116563.756272,210447.822242885,341779.444066289,-1570889048.81729
211,211,E07000202,Ipswich, ,617161,244456,1.166145,52.05592,39509794.6377267,45342.3418168405,73663.7943890028,-104288410.287158
212,212,E07000203,Mid Suffolk, ,611646,262338,1.096953,52.21859,871070645.727276,191154.673181992,311875.331703053,-2319052360.5742
213,213,E07000207,Elmbridge, ,511882,163658,-0.39441,51.360981,96334275.3882581,52206.1263724971,83557.0170131894,-246792167.590782
214,214,E07000208,Epsom and Ewell, ,521176,161475,-0.26172,51.339451,34079152.9616357,28503.7008598098,45615.1273432312,-87231503.5782163
215,215,E07000209,Guildford, ,500408,151481,-0.56257,51.253658,270931189.746301,128414.496364036,205066.207080249,-690836069.516026
216,216,E07000210,Mole Valley, ,518377,148953,-0.30603,51.227489,258320953.45333,105403.17883423,168189.251418693,-657614072.795695
217,217,E07000211,Reigate and Banstead, ,525786,152574,-0.19871,51.258461,129143925.112569,79923.6802028718,127619.777235617,-329327119.800792
218,218,E07000212,Runnymede, ,501777,166979,-0.53855,51.392731,78040686.184294,45677.4092821212,73171.9703347331,-200254615.153173
219,219,E07000213,Spelthorne, ,507012,169622,-0.46254,51.41552,51161362.5433996,44134.537597083,70742.3812935326,-131458005.807394
220,220,E07000214,Surrey Heath, ,491362,160483,-0.68986,51.336102,95092959.1736058,53559.724171352,85686.2617497475,-243484395.432327
221,221,E07000215,Tandridge, ,536365,150325,-0.04805,51.235809,248194569.367406,83136.9028111222,132718.039051971,-632155914.310361
222,222,E07000216,Waverley, ,496363,140635,-0.62343,51.15686,345170236.682501,125436.056342785,199902.86774123,-876439491.852783
223,223,E07000217,Woking, ,499087,157542,-0.57982,51.308369,63603603.8397674,54781.5015969527,87590.55450232,-162649896.264315
224,224,E07000218,North Warwickshire, ,425570,296399,-1.6242,52.564838,284261503.629141,113230.602690989,186129.004994018,-767946007.578111
225,225,E07000219,Nuneaton and Bedworth, ,435419,289352,-1.47965,52.500938,78950291.8162241,48148.709108183,79039.7802954692,-212835289.338742
226,226,E07000220,Rugby, ,446498,276244,-1.31828,52.382278,353557281.061627,115093.651913593,188457.502225033,-948111929.514458
227,227,E07000221,Stratford-on-Avon, ,425019,251536,-1.63565,52.161541,977869054.895261,261384.087125628,426071.257903741,-2598274337.62778
228,228,E07000222,Warwick, ,428484,267113,-1.58369,52.301418,282882321.016032,116717.479258945,190830.421202707,-756065793.674459
229,229,E07000223,Adur, ,518076,106472,-0.32417,50.845718,42065495.8655346,60515.7048534278,95773.1342600369,-105409663.797031
230,230,E07000224,Arun, ,495144,105723,-0.64999,50.843208,220991201.464094,156498.064172045,247720.785573559,-553753572.290695
231,231,E07000225,Chichester, ,490285,116600,-0.7163,50.941769,786194870.307894,297274.786304588,470932.964514152,-1978619419.50874
232,232,E07000226,Crawley, ,526390,137581,-0.19533,51.123569,44971204.9727055,38799.7232795775,61786.7149377196,-114045281.118226
233,233,E07000227,Horsham, ,513674,123840,-0.38126,51.00272,530278363.738596,215760.176955474,342503.207473175,-1337330872.24019
234,234,E07000228,Mid Sussex, ,533054,130623,-0.10272,51.059528,334029222.418471,132912.373445884,211182.488518108,-843277800.987362
235,235,E07000229,Worthing, ,512679,104948,-0.40127,50.833099,32521007.7957513,29462.1390440895,46619.7854651941,-81445301.6531261
236,236,E07000234,Bromsgrove, ,399840,273736,-2.00376,52.361691,216968481.075695,113135.446682068,185216.504298319,-581256668.378265
237,237,E07000235,Malvern Hills, ,377465,252197,-2.33089,52.16758,577070981.905189,230605.757150611,376124.261614177,-1533619116.64854
238,238,E07000236,Redditch, ,403705,265253,-1.9471,52.285412,54250912.0736285,41301.8190573029,67479.7936202075,-144820028.253644
239,239,E07000237,Worcester, ,385725,255196,-2.21025,52.19482,33278124.8695438,31263.0663437625,50979.6635997347,-88495831.6724325
240,240,E07000238,Wychavon, ,398991,247839,-2.01614,52.12886,663541973.671781,219520.151476956,357758.309572405,-1761976711.73398
241,241,E07000239,Wyre Forest, ,384106,276388,-2.23494,52.3853,195403719.201686,100867.383930278,165128.289668356,-523901287.133514
242,242,E07000240,St Albans, ,514580,209623,-0.3407,51.77356,161205874.05961,72946.341585292,117815.509884107,-420538989.954075
243,243,E07000241,Welwyn Hatfield, ,525345,208467,-0.18518,51.760872,129536895.734238,82392.0596450882,133105.385328502,-337831447.918359
244,244,E07000242,East Hertfordshire, ,537995,220370,0.002739,51.864849,475669101.994582,135188.279171716,218794.285537937,-1245820338.61425
245,245,E07000243,Stevenage, ,524622,224531,-0.18987,51.905392,25969241.2793986,28588.2613575748,46310.8063386494,-68139788.1069157
246,246,E07000244,East Suffolk, ,636043,266272,1.456186,52.243992,1260989609.73078,584787.509022944,952932.770435545,-3355203582.61815
247,247,E07000245,West Suffolk, ,580944,271124,0.652769,52.308418,1034675784.57658,274547.779729517,448131.829123858,-2759320900.88925
248,248,E07000246,Somerset West and Taunton, ,304960,130228,-3.35766,51.06348,1189084337.09573,288674.538792227,459170.967167855,-3010802006.93295
249,249,E08000001,Bolton, ,368352,409873,-2.47952,53.584492,139792042.627351,82647.1577312727,139102.376924542,-396074516.139174
250,250,E08000002,Bury, ,379658,410768,-2.3088,53.593102,99460126.9023185,68541.7597922017,115410.390366671,-281927422.881033
251,251,E08000003,Manchester, ,384591,397063,-2.23359,53.470089,115648208.622334,86851.0901577438,145748.579935711,-325724163.808438
252,252,E08000004,Oldham, ,396603,406784,-2.05274,53.557678,142344917.30402,71165.7315376996,119699.785201825,-402802631.746839
253,253,E08000005,Rochdale, ,390315,412326,-2.14784,53.60741,158128175.084324,82713.1547276766,139364.010012284,-448832936.306357
254,254,E08000006,Salford, ,374556,398128,-2.38485,53.479271,97197278.8276351,63268.7941178798,106256.842059295,-274242482.691553
255,255,E08000007,Stockport, ,391806,388264,-2.12467,53.391159,126040311.081679,73638.7202371421,123416.067710022,-354036761.87429
256,256,E08000008,Tameside, ,394987,397995,-2.077,53.478668,103154292.392485,55989.0752712178,94009.9327406619,-290891965.055448
257,257,E08000009,Trafford, ,375790,391162,-2.36572,53.41671,106044771.783647,60712.7777675797,101794.900033412,-298214596.268237
258,258,E08000010,Wigan, ,362136,402126,-2.57247,53.51445,188171013.039743,88690.4959013802,149082.568819473,-531778213.855827
259,259,E08000011,Knowsley, ,344762,393778,-2.83297,53.437881,86500060.7561374,68167.369163693,114327.18763239,-243308475.160901
260,260,E08000012,Liverpool, ,339361,390553,-2.91364,53.408298,111835572.266135,62699.7511420419,105101.250896758,-314254249.374989
261,261,E08000013,St. Helens, ,353412,395992,-2.7031,53.458618,136358792.98738,76387.0358430471,128212.19529268,-384175225.985987
262,262,E08000014,Sefton, ,334282,398832,-2.99177,53.482101,156578243.781291,130345.901601817,219468.343378,-443019763.729672
263,263,E08000015,Wirral, ,329110,386965,-3.06701,53.374779,160922014.258453,133924.463118421,224114.113425672,-451294104.010571
264,264,E08000016,Barnsley, ,429979,403327,-1.54925,53.525768,329077594.566185,126421.141800593,212519.792517755,-930490474.129407
265,265,E08000017,Doncaster, ,459167,403735,-1.10894,53.52697,568022257.266172,171070.334828119,287753.719781212,-1606667370.87041
266,266,E08000018,Rotherham, ,447542,388980,-1.28651,53.395531,286534367.630962,106151.964211997,177964.706760903,-805360177.851292
267,267,E08000019,Sheffield, ,430511,389736,-1.54254,53.40358,367930014.570494,132837.299222892,222648.185935587,-1033966109.57062
268,268,E08000021,Newcastle upon Tyne, ,422287,569662,-1.65297,55.021011,113461462.938742,65210.1731267431,113618.23276732,-344480322.530728
269,269,E08000022,North Tyneside, ,431471,570602,-1.50923,55.028961,82313734.6892346,65337.7810808018,113894.227906989,-250161259.731269
270,270,E08000023,South Tyneside, ,435514,564057,-1.44679,54.969879,64428423.6794231,51370.4961740201,89418.4083819237,-195166096.208604
271,271,E08000024,Sunderland, ,436470,551524,-1.43344,54.857189,137441171.443859,99737.411804349,173269.90871608,-414630328.70755
272,272,E08000025,Birmingham, ,408150,287352,-1.88141,52.484039,267791059.937127,106260.720206509,174397.660888258,-721530321.929921
273,273,E08000026,Coventry, ,432807,279689,-1.51908,52.41423,98639059.7934009,54057.3813145433,88582.5989415805,-264900602.41623
274,274,E08000027,Dudley, ,393191,288584,-2.10171,52.495129,97958242.9719007,75382.3296507881,123739.34979879,-263867475.339098
275,275,E08000028,Sandwell, ,399573,290764,-2.00771,52.514771,85558928.1595795,59211.0030546074,97244.4346506341,-230807011.464054
276,276,E08000029,Solihull, ,419434,281483,-1.71558,52.431,178282115.90066,101031.44871952,165585.062397738,-478717848.811169
277,277,E08000030,Walsall, ,402098,300804,-1.97044,52.60503,103973538.346296,59401.179428603,97754.681041356,-281552986.610097
278,278,E08000031,Wolverhampton, ,391463,300016,-2.12746,52.597881,69436711.8259897,56054.9143823003,92220.7630617282,-187943691.05568
279,279,E08000032,Bradford, ,408395,438626,-1.87389,53.843819,366419741.977216,135920.613224042,230224.274013628,-1051349127.06442
280,280,E08000033,Calderdale, ,402617,424896,-1.96182,53.720482,363960989.528605,107687.458147593,181847.881597757,-1038193011.14111
281,281,E08000034,Kirklees, ,414586,416223,-1.78085,53.64233,408551664.068338,125668.531365478,211812.708422028,-1160216361.52427
282,282,E08000035,Leeds, ,432528,436384,-1.50736,53.822731,551706537.383567,161521.909190665,273497.68777369,-1581526634.21343
283,283,E08000036,Wakefield, ,438366,418235,-1.42092,53.659222,338619733.164991,109447.356258911,184543.244409331,-963117554.701204
284,284,E08000037,Gateshead, ,420168,559658,-1.6868,54.931198,142369113.651809,90476.8263971034,157342.549994372,-430675483.504474
285,285,E09000001,City of London, ,532381,181359,-0.09353,51.515652,2892405.36543182,9365.48215920527,15037.7943587167,-7460041.20148181
286,286,E09000002,Barking and Dagenham, ,547757,185111,0.129479,51.545551,36099579.3537093,40848.9262109831,65658.4872083112,-93220400.0456433
287,287,E09000003,Barnet, ,523472,191753,-0.21821,51.61108,86748323.8350297,50818.5640207421,81807.68606455,-224740752.4564
288,288,E09000004,Bexley, ,549203,175435,0.146227,51.458229,60569006.5897129,47929.7812543892,76886.7308842975,-155815246.636172
289,289,E09000005,Brent, ,519615,186468,-0.27568,51.564411,43232647.4133633,38334.1080962086,61617.2765092727,-111727287.575938
290,290,E09000006,Bromley, ,542036,165708,0.039246,51.372669,150134859.413452,76164.2425683622,121960.642748446,-384781112.358896
291,291,E09000007,Camden, ,527492,184284,-0.16289,51.54306,21789299.8828389,26150.818381615,42028.4106725762,-56277649.9111456
292,292,E09000008,Croydon, ,533922,164745,-0.07761,51.365978,86494438.8832785,58703.9243700068,93952.6987905434,-221536134.783165
293,293,E09000009,Ealing, ,517057,181960,-0.31407,51.524429,55544347.2179587,47439.026308342,76181.4436398417,-143321000.502071
294,294,E09000010,Enfield, ,532829,196197,-0.08147,51.64888,82200189.5489863,41064.6492881615,66130.9144867867,-213272596.079251
295,295,E09000011,Greenwich, ,542508,175878,0.050107,51.463928,47312188.6114743,47659.9055393261,76469.5238696708,-121792187.856814
296,296,E09000012,Hackney, ,534560,185787,-0.06045,51.55492,19049030.3527757,25382.8155616492,40792.6262104426,-49210190.4936654
297,297,E09000013,Hammersmith and Fulham, ,523867,177993,-0.21735,51.487331,16403659.3246003,23974.2445738967,38498.1716063139,-42275667.8718193
298,298,E09000014,Haringey, ,531262,189349,-0.10667,51.587711,29598385.1571477,29025.1790941844,46679.5543098886,-76590024.9877666
299,299,E09000015,Harrow, ,515356,189736,-0.33603,51.594669,50463306.7883684,33735.4607001456,54276.0729676825,-130642293.030276
300,300,E09000016,Havering, ,555032,187514,0.235368,51.565189,112341114.400327,63646.6874627779,102309.070987024,-290326979.409979
301,301,E09000017,Hillingdon, ,508166,183120,-0.44182,51.536629,115700538.569063,63887.014740719,102685.824968922,-298801284.976637
302,302,E09000018,Hounslow, ,512742,174965,-0.37847,51.462429,55970483.6746532,64476.4213512017,103443.541403952,-144080418.59439
303,303,E09000019,Islington, ,531158,184647,-0.10992,51.545479,14856651.4165616,20727.8573703078,33316.8037318623,-38374200.5963141
304,304,E09000020,Kensington and Chelsea, ,525757,179053,-0.18976,51.496441,12125376.8076289,20976.5665887813,33683.3735075055,-31256843.7186457
305,305,E09000021,Kingston upon Thames, ,519508,167389,-0.28367,51.39296,37261179.9190143,37553.1452619183,60170.7549967065,-95580130.70633
306,306,E09000022,Lambeth, ,531118,175629,-0.11385,51.464451,26819774.5739743,34006.7011724943,54559.024491811,-68986964.4237205
307,307,E09000023,Lewisham, ,537889,173344,-0.01733,51.44231,35148181.0489317,41248.7993235889,66149.6294395627,-90385423.3577372
308,308,E09000024,Merton, ,526069,169507,-0.18867,51.410568,37624739.9363365,32349.0601365581,51829.4009953981,-96602422.1775998
309,309,E09000025,Newham, ,540715,183344,0.027289,51.531471,36196428.8856166,35770.1847515396,57463.8515770057,-93404032.8090813
310,310,E09000026,Redbridge, ,543511,189478,0.070071,51.585892,56405616.6245934,50404.2072763648,81079.2641753027,-145916502.379009
311,311,E09000027,Richmond upon Thames, ,519005,172650,-0.28914,51.44035,57393469.3032187,68791.0566237399,110314.444180058,-147571579.367161
312,312,E09000028,Southwark, ,533947,175866,-0.07306,51.465919,28867282.3408361,34620.9208235111,55561.8410621394,-74317291.1542283
313,313,E09000029,Sutton, ,527356,163640,-0.17227,51.357559,43846970.9650536,39844.4233283811,63779.0163527477,-112341222.712612
314,314,E09000030,Tower Hamlets, ,536343,181452,-0.03643,51.515541,19768375.6097003,28735.093371911,46150.7691004485,-50989634.2026909
315,315,E09000031,Waltham Forest, ,537327,190277,-0.01881,51.594608,38807964.3313189,33339.3653506209,53650.9916580389,-100433504.974128
316,316,E09000032,Wandsworth, ,525151,174138,-0.20023,51.4524,34256866.7963965,38799.5354739396,62221.3125737306,-88114380.8056475
317,317,E09000033,Westminster, ,528268,180870,-0.15295,51.512199,21477156.536441,27430.6234387188,44058.97804863,-55392933.8970636
318,318,N09000001,Antrim and Newtownabbey, ,130813,541285,-6.1776,54.693859,728186553.509531,165145.087874755,285365.336702765,-2174317270.03224
319,319,N09000002,"Armagh City, Banbridge and Craigavon", ,112110,508158,-6.43455,54.3867,1437068553.1248,243056.447070284,416363.95500193,-4220849769.68622
320,320,N09000003,Belfast, ,146465,529747,-5.92535,54.59853,137716630.472662,65908.6538260617,113606.252883553,-409177817.627988
321,321,N09000004,Causeway Coast and Glens, ,106168,581420,-6.5996,55.039619,1985534511.1895,381750.417386015,665873.435168368,-6032695616.19037
322,322,N09000005,Derry City and Strabane, ,51779,559566,-7.42064,54.80904,1251241562.86132,271488.956324299,470057.952601685,-3753841644.89618
323,323,N09000006,Fermanagh and Omagh, ,41233,513013,-7.5271,54.385208,3012114876.90122,426624.234971295,731617.525073899,-8869150290.31953
324,324,N09000007,Lisburn and Castlereagh, ,138712,518920,-6.03545,54.49752,510438068.17824,167383.523889696,287946.435466351,-1509937691.36501
325,325,N09000008,Mid and East Antrim, ,133943,560151,-6.14645,54.86462,1061355466.99125,234863.330329364,407559.710963996,-3196492829.37857
326,326,N09000009,Mid Ulster, ,83920,528564,-6.8889,54.552731,1957293802.62133,318433.308425256,548591.455568815,-5818400925.40736
327,327,N09000010,"Newry, Mourne and Down", ,133006,480432,-6.08891,54.149529,1682340589.11657,380093.27800455,649326.951762755,-4911168624.18146
328,328,N09000011,Ards and North Down, ,164321,524944,-5.64568,54.564091,566472954.625107,204689.104478903,352417.111983263,-1678438486.9769
329,329,S12000005,Clackmannanshire, ,291159,696335,-3.75344,56.14724,158972120.172315,94185.4153006395,168872.016758833,-511341268.925056
330,330,S12000006,Dumfries and Galloway, ,270645,579856,-4.02863,55.09621,6436441092.00879,1204443.71146883,2097047.97261882,-19600893446.1591
331,331,S12000008,East Ayrshire, ,255398,624935,-4.29057,55.496738,1270342031.26971,340964.549131584,600957.589751714,-3948091727.91182
332,332,S12000010,East Lothian, ,354854,672351,-2.72435,55.94207,679179836.309119,200290.247298179,357326.056063031,-2161335080.7464
333,333,S12000011,East Renfrewshire, ,251929,653115,-4.3606,55.74868,174249494.312655,93882.5140036153,166651.600410539,-548958526.258155
334,334,S12000013,Na h-Eileanan Siar, ,126473,932862,-6.65722,58.199379,3096880085.89601,3874620.49577219,7239661.17070211,-10938452947.0684
335,335,S12000014,Falkirk, ,289661,679536,-3.7706,55.99604,297365613.214428,145018.724277221,259028.945082633,-948755727.120455
336,336,S12000017,Highland, ,241018,858292,-4.66103,57.586571,26159623364.8084,5221672.91689165,9724503.3891581,-90778643562.5059
337,337,S12000018,Inverclyde, ,227922,670894,-4.75387,55.900299,161948858.627358,79292.3993194056,141245.378416079,-513993104.456124
338,338,S12000019,Midlothian, ,330088,659217,-3.11738,55.82111,355271573.021184,126471.062777045,224943.406547857,-1124254919.27814
339,339,S12000020,Moray, ,328024,843593,-3.20187,57.47683,2237218030.80783,459685.936136282,853844.783123795,-7721514571.42351
340,340,S12000021,North Ayrshire, ,228996,651640,-4.7246,55.72789,885276171.260995,349479.371611194,618874.443917417,-2773604212.53272
341,341,S12000023,Orkney Islands, ,348293,1006584,-2.90025,58.94334,1015068427.10954,1203626.44906199,2338319.10524764,-3822728736.79976
342,342,S12000026,Scottish Borders, ,345891,626135,-2.85866,55.52594,4739182406.06294,514891.622612686,910347.591493251,-14803946523.8164
343,343,S12000027,Shetland Islands, ,434516,1180307,-1.37344,60.504951,1468495456.02047,2322377.79167608,4688076.40443569,-5995876113.38238
344,344,S12000028,South Ayrshire, ,226545,596271,-4.72899,55.23008,1224369285.20356,334722.29369629,587280.737513276,-3763057928.354
345,345,S12000029,South Lanarkshire, ,284634,636071,-3.83272,55.60453,1773897195.5193,284527.340165205,503274.294442779,-5549956883.99284
346,346,S12000030,Stirling, ,255980,708769,-4.32595,56.249531,2253344395.5433,341963.178281938,614674.627239663,-7281229371.54448
347,347,S12000033,Aberdeen City, ,387763,808479,-2.20398,57.166969,185610474.243169,123556.58050704,227517.347216912,-629776081.467445
348,348,S12000034,Aberdeenshire, ,352284,816277,-2.79208,57.234692,6317887803.78562,799709.748964155,1477185.51202405,-21534375586.5923
349,349,S12000035,Argyll and Bute, ,200740,715443,-5.22114,56.28944,7006318125.2575,3803209.36951478,6817720.60708282,-22484563390.7655
350,350,S12000036,City of Edinburgh, ,320193,669416,-3.27826,55.91119,263351803.909779,108121.329976777,192778.113912736,-837280141.234922
351,351,S12000038,Renfrewshire, ,239305,664698,-4.56834,55.848621,261487693.210922,131636.237991719,234184.156807757,-827630645.031112
352,352,S12000039,West Dunbartonshire, ,242904,681586,-4.52074,56.0014,177320345.918352,103697.458333463,185127.103007892,-565324862.589188
353,353,S12000040,West Lothian, ,299483,668514,-3.60909,55.8992,428772096.657871,134896.644326228,240259.797417109,-1360311575.89333
354,354,S12000041,Angus, ,345518,759594,-2.89189,56.7248,2185122862.69083,321368.916299947,584817.020572828,-7244365886.82073
355,355,S12000042,Dundee City, ,340291,732145,-2.97095,56.4776,59830971.3599465,46805.9469379135,84646.2312224706,-195787988.72766
356,356,S12000045,East Dunbartonshire, ,261240,676154,-4.22417,55.95829,174489016.753695,99603.0545770919,177700.475802572,-555493368.472361
357,357,S12000047,Fife, ,339197,704726,-2.98235,56.231171,1325381099.28934,354737.733384564,637175.878949773,-4280823577.50602
358,358,S12000048,Perth and Kinross, ,284304,744186,-3.8848,56.575291,5383759647.16094,619318.000640046,1121368.06073113,-17696593167.0495
359,359,S12000049,Glasgow City, ,261534,667033,-4.21479,55.876492,174621296.391104,135584.07483734,241272.303091998,-553112919.53938
360,360,S12000050,North Lanarkshire, ,277984,665608,-3.9514,55.868141,472309075.060381,163984.724709276,292091.398269963,-1497527977.68977
361,361,W06000001,Isle of Anglesey,Ynys Môn,245212,378343,-4.32306,53.279419,714827609.556942,377822.317365012,631368.583788425,-1996699042.62407
362,362,W06000002,Gwynedd,Gwynedd,280555,334966,-3.77715,52.89883,2547891706.66651,632724.571424188,1047573.10354435,-6989566400.6764
363,363,W06000003,Conwy,Conwy,283293,362563,-3.74646,53.147388,1130197330.18461,283047.440462175,471727.558430992,-3136053741.70101
364,364,W06000004,Denbighshire,Sir Ddinbych,309843,355416,-3.34761,53.088329,838569401.650382,228673.537419039,380721.214542145,-2321987582.56303
365,365,W06000005,Flintshire,Sir y Fflint,321134,369280,-3.18248,53.21471,439723939.165061,239102.416881153,399104.78663264,-1224349002.65964
366,366,W06000006,Wrexham,Wrecsam,333523,345387,-2.99203,53.001671,503773489.327214,190040.818038468,315428.140077211,-1388643681.25589
367,367,W06000008,Ceredigion,Ceredigion,267127,268437,-3.94993,52.297951,1788908741.41064,380232.841254006,620933.460286499,-4767124316.22369
368,368,W06000009,Pembrokeshire,Sir Benfro,199821,221392,-4.90818,51.855129,1618344600.97343,743272.93316889,1201093.32607394,-4234726662.84148
369,369,W06000010,Carmarthenshire,Sir Gaerfyrddin,247954,224133,-4.2111,51.894951,2371103920.51181,591603.878495977,956805.374341265,-6220639056.75341
370,370,W06000011,Swansea,Abertawe,264022,197308,-3.96723,51.658058,377596417.006933,270783.370554064,435979.383972944,-979328600.022832
371,371,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,279261,195412,-3.74638,51.644501,442272614.954998,182189.891977876,293609.106687907,-1149144675.92062
372,372,W06000013,Bridgend,Pen-y-bont ar Ogwr,288231,185870,-3.61375,51.5606,250785304.544486,93192.1976202713,149773.988777583,-648096463.964294
373,373,W06000014,Vale of Glamorgan,Bro Morgannwg,302946,173081,-3.39803,51.44836,331257510.067062,108377.993669206,173753.436646017,-851964728.1105
374,374,W06000015,Cardiff,Caerdydd,315273,178887,-3.22208,51.502541,142287154.44123,79778.2910840715,128101.158757712,-366996729.952643
375,375,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,302237,192395,-3.41359,51.621849,424150424.443563,130240.675463078,209813.998085463,-1100665726.19288
376,376,W06000018,Caerphilly,Caerffili,317245,195259,-3.19753,51.650009,277387812.478975,116205.751406759,187290.565142329,-719971291.029366
377,377,W06000019,Blaenau Gwent,Blaenau Gwent,318236,206771,-3.18592,51.753639,108728050.001397,65601.7710712512,105942.090803673,-283620125.745079
378,378,W06000020,Torfaen,Torfaen,327459,200480,-3.05101,51.69836,126239927.800793,82544.775967432,133109.048042881,-328321908.462561
379,379,W06000021,Monmouthshire,Sir Fynwy,337812,209231,-2.9028,51.778271,850264584.692625,224184.496319534,362071.246530909,-2218041418.48638
380,380,W06000022,Newport,Casnewydd,337897,187432,-2.89769,51.58231,190372842.060921,153723.498020199,247259.446364366,-492545097.310155
381,381,W06000023,Powys,Powys,302329,273255,-3.43531,52.34864,5195312116.78482,610145.541416189,998341.537137145,-13893548242.1446
382,382,W06000024,Merthyr Tydfil,Merthyr Tudful,305916,206424,-3.36425,51.748581,111957018.608227,66696.9295920603,107692.617258401,-291689066.328722
